description,type,model,location,condition,latitude,longitude
Seat - Metal Seat,Seat,Seat - Metal Seat,"Punch Lane from Little Bourke Street approximately 9m West of 32 Punch Lane, Melbourne, 3000",3.1,-37.81021173751082,144.97079780501244
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Lonsdale Street between Swanston Street and Elizabeth Street approximately 3m SE of Little Nic Cafe, 262 Lonsdale Street, Melbourne, 3000",2.4,-37.81154192194679,144.96439940078645
Seat - Metal Seat,Seat,Seat - Metal Seat,"Exhibition Street between Flinders Lane and Collins Street approximately 7m North of Euroluce Pty Ltd, Unit 1, Ground, 49 Exhibition Street, Melbourne, 3000",1.13,-37.81472291195712,144.97164348094944
Seat - Metal Seat,Seat,Seat - Metal Seat,"Eight Hour Reserve approximately 16m East of Royal Melbourne Institute Of Technology, Building 13 Emily McPherson Building, RMIT University, 379-405 Russell Street, Melbourne, 3000",1.12,-37.80742800849861,144.96560676629818
Seat - Metal Seat,Seat,Seat - Metal Seat,"Approximately 55m East of LwrGround, Southbank Promenade, Southbank, 3006",1.16,-37.81991469591394,144.96604952422044
Seat - Metal Seat,Seat,Seat - Metal Seat,"Approximately 75m NE of Langham Hotel Melbourne, 1 Southgate Avenue, Southbank, 3006",2.16,-37.819879218777096,144.96627554650695
Seat - Metal Seat,Seat,Seat - Metal Seat,"Southbank Promenade approximately 54m SW of Ponyfish Island, Kiosk, Evan Walker Bridge, Southbank, 3006",3.16,-37.8202286805046,144.96456416705965
Seat - Metal Seat,Seat,Seat - Metal Seat,"Approximately 54m West of Yarra Botanicals, Sandridge Wharf, Southbank Promenade, Southbank, 3006",3.16,-37.82065269201262,144.96243890554953
Seat - Metal Seat,Seat,Seat - Metal Seat,"Southbank Promenade approximately 43m SW of Yarra Botanicals, Sandridge Wharf, Southbank Promenade, Southbank, 3006",3.16,-37.8206728929284,144.9625803557098
Seat - Metal Seat,Seat,Seat - Metal Seat,"Southbank Promenade approximately 42m SW of Yarra Botanicals, Sandridge Wharf, Southbank Promenade, Southbank, 3006",3.16,-37.82076754561893,144.96267579366943
Seat - Metal Seat,Seat,Seat - Metal Seat,"Southbank Promenade approximately 21m South of Yarra Botanicals, Sandridge Wharf, Southbank Promenade, Southbank, 3006",3.16,-37.820690025559465,144.9629663674291
Seat - Metal Seat,Seat,Seat - Metal Seat,"Queens Bridge Street between Power Street and Kings Way approximately 29m West of 85E Queens Bridge Street, Southbank, 3006",3.02,-37.8238279571589,144.96050133164033
Seat - Metal Seat,Seat,Seat - Metal Seat,"Queen Street between Little Collins Street and Bourke Street approximately 27m South of 150 Queen Street (Former Prudential Building), 148-156 Queen Street, Melbourne, 3000",4.1,-37.81539113658741,144.96101516082513
Seat - Metal Seat,Seat,Seat - Metal Seat,"Queen Street between Flinders Lane and Collins Street approximately 36m East of All Star Comics Melbourne, Basement,Ground & Level 1, 53-57 Queen Street, Melbourne, 3000",3.1,-37.81763778909322,144.96205753071072
Seat - Metal Seat,Seat,Seat - Metal Seat,"La Trobe Street between Queen Street and Wills Street approximately 43m NW of Melbourne Mahn Doo, Ground, 299 Queen Street, Melbourne, 3000",3.09,-37.811214714797984,144.9586998067618
Seat - Metal Seat,Seat,Seat - Metal Seat,"Toorak Road between Park Street and Leopold Street approximately 52m West of Simonds Hall, 120W Toorak Road, South Yarra, 3141",3.06,-37.83770426375367,144.98217492825034
Seat - Metal Seat,Seat,Seat - Metal Seat,"Errol Street between Victoria Street and Queensberry Street approximately 6m NE of Chemist Warehouse, Ground, 19-23 Errol Street, North Melbourne, 3051",3.14,-37.80446704676864,144.9492536231637
Seat - Metal Seat,Seat,Seat - Metal Seat,"Errol Street between Victoria Street and Queensberry Street approximately 5m East of City Edge Coin Laundry, Ground, 39 Errol Street, North Melbourne, 3051",3.14,-37.8041073756109,144.94931502404296
Seat - Metal Seat,Seat,Seat - Metal Seat,"Errol Street between Victoria Street and Queensberry Street approximately 5m East of Parkhill Cellars, 45 Errol Street, North Melbourne, 3051",3.14,-37.8039815138749,144.9493375868688
Seat - Metal Seat,Seat,Seat - Metal Seat,"Weedon Reserve approximately 35m North of 43 Wellington Parade South, East Melbourne, 3002",2.93,-37.817178177342605,144.98859632072265
Seat - Metal Seat,Seat,Seat - Metal Seat,"Park Street between Toorak Road and Mason Street approximately 24m South of 21 Park Street, South Yarra, 3141",3.05,-37.83732148674888,144.9817831075448
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Collins Street between King Street and Spencer Street approximately 35m SE of City West Newsagency, Shop 9, 600 Collins Street, Melbourne, 3000",3.45,-37.81886115012637,144.95522845503
Seat - Straight Seat - Wooden & Concrete,Seat,Seat - Straight Seat - Wooden & Concrete,West Coburg Tramway,1.0,-37.77690843290998,144.94949750926347
Seat - Straight Seat - Wooden & Concrete,Seat,Seat - Straight Seat - Wooden & Concrete,"St Augustines Church approximately 25m SE of St Augustine's R C Church, 651 Bourke Street, Melbourne, 3000",1.0,-37.81697939545034,144.9548178093165
Seat - Straight Seat - Wooden Battens,Seat,Seat - Straight Seat - Wooden Battens,"Royal Australasian College Of Surgeons approximately 39m East of Lost Angel Bar and Restaurant, 285 Spring Street, Melbourne, 3000",2.13,-37.80826307939648,144.97181015709296
Seat - Straight Seat - Wooden Battens - Type 2,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Enterprize Park approximately 48m SE of Customs Square, 401 Flinders Street, Melbourne, 3000",1.0,-37.82015196362459,144.9608283696166
Seat - Straight Seat - Wooden Battens - Type 2,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Enterprize Park approximately 77m East of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",1.0,-37.82034498515401,144.959657366179
Seat - Straight Seat - Wooden Battens - Type 2,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Enterprize Park approximately 73m East of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",1.0,-37.82036392786301,144.95960640432403
Seat - Straight Seat - Wooden Battens - Type 2,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Enterprize Park approximately 60m SE of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",1.0,-37.820458990462015,144.95936135500668
Seat - Straight Seat - Wooden Battens - Type 2,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Enterprize Park approximately 57m South of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",1.0,-37.82060097150103,144.95900527078456
Seat - Straight Seat - Wooden Battens - Type 2,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Park approximately 60m NE of 355 Flemington Road, North Melbourne, 3051",2.82,-37.79033312620113,144.9438287312973
Seat - Straight Seat - Wooden Battens - Type 3,Seat,Seat - Straight Seat - Wooden Battens - Type 3,"Queen Victoria Market approximately 7m West of Cafe Gilli, 76 Therry Street, Melbourne, 3000",1.01,-37.80729670603145,144.9587485310074
Seat - Wooden bench with brick supports,Seat,Seat - Wooden bench with brick supports,"Queen Victoria Market approximately 14m NE of Joe Leuzzi Flowers Pty Ltd, Kiosk, 90 Therry Street, Melbourne, 3000",2.01,-37.8073899843701,144.95852538194296
Seat - Straight Seat - Wooden Battens - Type 2 - Shrine of Remembrance Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Shrine of Remembrance Reserve approximately 50m West of Shrine of Remembrance, Reserve, St Kilda Road, Melbourne, 3004",4.0,-37.83079129174287,144.9724732005305
Seat - Straight Seat - Wooden Battens - Type 2 - Riverside Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Riverside Park,3.0,-37.79464050661208,144.9148263376384
Seat - Timber Bench - Boyd Community Hub,Seat,Seat - Timber Bench,"Boyd Community Hub approximately 48m SE of City Road Park, 135 Queens Bridge Street, Southbank, 3006",5.0,-37.82572235217357,144.96070116707196
Seat - Unclassified - East Melbourne Library,Seat,Seat - Unclassified,East Melbourne Library,3.0,-37.815236939264096,144.98645512005376
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 92m NW of Christ Church Vicarage, 61 Park Place, South Yarra, 3141",5.0,-37.83879118498041,144.9845956839914
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Bourke Street between Queen Street and William Street approximately 24m SW of Shop 2, 500 Bourke Street, Melbourne, 3000",3.44,-37.81541231646545,144.95879956084522
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Batmans Hill Drive between Wurundjeri Way and Collins Street approximately 20m SW of Ground, 24 Batmans Hill Drive, Docklands, 3008",3.3,-37.82144923050337,144.94922829254003
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Flinders Lane between Swanston Street and Elizabeth Street approximately 4m NW of Punt Hill Apartments, Basement, Pt Ground & Levels 1-5, 267 Flinders Lane, Melbourne, 3000",4.45,-37.81691900461445,144.96551207381924
Drinking fountain - Historic or Heritage Drinking Fountains - JJ Holland Park,Drinking Fountain,Drinking fountain - Historic or Heritage fountains,"J J Holland Park approximately 73m SE of The Venny Inc, The Venny, 85 Kensington Road, Kensington, 3031",3.0,-37.79745516285821,144.92349296059965
Seat - Flat Bench Seat - Wooden Battens,Seat,Seat - Flat Bench Seat - Wooden Battens,Altona Street Reserve,2.01,-37.79736304069326,144.9258797897902
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Royal Park,3.0,-37.786577954466445,144.95299779595388
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Princes Park approximately 85m North of Southern Sports Pavilion, Southern Sports Pavilion, Princes Park, 240 Royal Parade, Carlton North, 3054",4.0,-37.78747432810167,144.9595293006548
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Princes Park,3.0,-37.78187930558696,144.9620872749843
Seat - Straight Seat - Wooden Battens - Type 2 - Enterprize Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Enterprize Park approximately 55m SE of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",4.0,-37.82038824568846,144.9593508070657
Seat - Straight Seat - Wooden Battens - Type 2 - Wellington Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Wellington Park,3.0,-37.81601385173945,144.97738015444483
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Lansdowne Street between Wellington Parade and St Andrews Place approximately 42m North of Lodge, Lodge, Fitzroy Gardens, 298 Wellington Parade, East Melbourne, 3002",3.0,-37.81502587316365,144.97761522887376
Seat - Straight Seat - Wooden Battens - Type 2 - Gordon Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Gordon Reserve,4.0,-37.8125420633867,144.97393094192523
Seat - Straight Seat - Wooden Battens - Type 2 - Gordon Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Gordon Reserve,3.0,-37.81235664859065,144.9738499080645
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 79m North of City of Melbourne, Southern Pavilion, Fawkner Park, Commercial Road, South Yarra, 3141",3.0,-37.84246437331219,144.98163950313864
Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens North,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Carlton Gardens North approximately 42m South of 74 Carlton Street, Carlton, 3053",3.0,-37.801209908358494,144.97153757298986
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 43m NW of Roccella, Ground, 158 Clarendon Street, East Melbourne, 3002",5.0,-37.81152466029562,144.98312417072654
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 89m NW of Christ Church Vicarage, 61 Park Place, South Yarra, 3141",3.0,-37.83869294204928,144.98472642213562
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,Fawkner Park,4.0,-37.83907644675196,144.98070120950442
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 84m NW of Epworth Freemasons Hospital, 166 Clarendon Street, East Melbourne, 3002",3.0,-37.81094625500862,144.98275949774663
Seat - Wooden Slats set in Stonework,Seat,Seat - Wooden Slats set in Stonework,"Victoria Harbour Promenade approximately 48m NE of Victoria Harbour Promenade, 30 Victoria Harbour Promenade, Docklands, 3008",3.16,-37.81845678685733,144.9443597108307
Seat - Wooden Slats set in Stonework,Seat,Seat - Wooden Slats set in Stonework,"Victoria Harbour Promenade approximately 63m NE of Victoria Harbour Promenade, 30 Victoria Harbour Promenade, Docklands, 3008",3.16,-37.818398634390135,144.94450786916116
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Bourke Street between Wurundjeri Way and Harbour Esplanade approximately 33m East of Hawkers Corner And Krabbys Crab Boil, Shop 6 Concourse, 720 Bourke Street, Docklands, 3008",3.3,-37.8179985243632,144.9497236751696
Seat - Metal Bench,Seat,Seat - Metal Bench,"Collins Street between Exhibition Street and Russell Street approximately 5m SE of Cartier, Shop 3-4, 90 Collins Street, Melbourne, 3000",3.17,-37.81420219188588,144.97059630378283
Seat - Straight Seat - Wooden Battens - Type 2 - Parkville Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Parkville Gardens approximately 17m SW of 40 Cade Way, Parkville, 3052",4.0,-37.77741387132331,144.93994124824656
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Merchant Street between Bourke Street and Collins Street approximately 13m SE of Docklands Dental Studio Pty Ltd, 57 Merchant Street, Docklands, 3008",3.44,-37.820832293647854,144.9441180559798
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 13m SE of Readings at the State Library of Victoria, Ground, 285-321 Russell Street, Melbourne, 3000",3.42,-37.80955110345131,144.96645787580255
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Exhibition Street Reserve approximately 23m East of Bueno, Ground & Level 1, 353 Exhibition Street, Melbourne, 3000",3.42,-37.807602942982506,144.9685831063931
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Hawke and Adderley Street Park,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Hawke & Adderley Street Park,4.0,-37.80873006707316,144.945010465895
Seat - Timber Seat with Aluminium Legs - Docklands,Seat,Seat - Timber Seat with Aluminium Legs - Docklands,"Victoria Harbour Promenade approximately 50m West of 34 Tom Thumb Lane, Docklands, 3008",3.16,-37.81991729743172,144.94040340602044
Seat - Metal Seat - Weedon Reserve,Seat,Seat - Metal Seat,Weedon Reserve,3.0,-37.81683881678812,144.9887770671926
Seat - Stainless Steel Seat - 3m & LED lights,Seat,Seat - Stainless Steel Seat - 3m & LED lights,"Bourke Street between Swanston Street and Elizabeth Street approximately 10m South of David Jones, 294-312 Bourke Street, Melbourne, 3000",3.45,-37.81376072735141,144.96461426212878
Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street approximately 8m North of Sportsgirl, Shop 23, 283 Bourke Street, Melbourne, 3000",3.45,-37.813729050531045,144.96520082257808
Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street approximately 9m South of David Jones, 294-312 Bourke Street, Melbourne, 3000",3.45,-37.81375095381106,144.964653606892
